Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
Business Analyst,Fresher,0-1,Data analysis; Excel; SQL basics; Tableau basics; Power BI basics; Requirement gathering; Documentation; Agile methodology awareness; Communication; Problem-solving,Assist in data collection and analysis; Support creation of reports and dashboards; Help gather and document requirements; Participate in Agile ceremonies; Collaborate with team members on analysis tasks; Conduct basic research and scenario modeling; Support presentations to stakeholders; Contribute to process improvement initiatives; Learn BI tools and automation workflows; Maintain clear documentation and reporting,Business Analysis; Data Analysis; Excel; SQL; Tableau; Power BI; Requirement Gathering; Agile; Problem Solving; Documentation
Business Analyst,Mid-Level,2+,Advanced data analysis; SQL; Tableau; Power BI; Business process mapping; Requirement gathering; Agile methodologies; Stakeholder communication; Critical thinking; Data storytelling,"Analyze business data to identify trends and insights; Develop and maintain dashboards and reports; Gather, document, and validate business requirements; Participate in Agile projects and sprint planning; Collaborate with cross-functional teams; Perform scenario modeling and risk analysis; Present data-driven recommendations to stakeholders; Support BI tool adoption and automation initiatives; Track KPIs and business metrics; Drive continuous process improvement",Business Analysis; SQL; Tableau; Power BI; Agile; Requirement Gathering; Stakeholder Management; Data Storytelling; Critical Thinking; Process Improvement
Business Analyst,Experienced,3+,Business intelligence; Advanced SQL; Tableau; Power BI; SAS; AI-driven analytics; Requirement gathering; Agile project management; Stakeholder management; Strategic planning,Lead analysis projects using BI and AI tools; Develop and optimize dashboards for executive insights; Manage requirement gathering and documentation; Facilitate Agile processes and sprint planning; Collaborate with business and technical teams; Analyze complex scenarios and provide recommendations; Present insights to executive stakeholders; Drive process improvements and KPI optimization; Mentor junior analysts; Support automation of reporting and analysis workflows,Business Analysis; BI Tools; SQL; Tableau; Power BI; SAS; AI Analytics; Stakeholder Management; Agile; Strategic Planning
Business Analyst,Experienced,3+,Advanced analytics; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement elicitation; Agile leadership; Stakeholder engagement; Business process optimization,Lead cross-functional analysis initiatives; Design and maintain BI dashboards; Manage requirement gathering and validation; Implement AI-driven data analysis solutions; Facilitate Agile ceremonies and project workflows; Collaborate with business units to optimize processes; Present actionable insights to leadership; Support strategic business planning; Mentor junior BAs and analysts; Oversee KPI tracking and reporting automation,Business Analysis; SQL; Tableau; Power BI; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Business Process; Data Visualization
Business Analyst,Fresher,0-1,Data interpretation; Excel; SQL basics; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Team collaboration; Problem-solving; Research skills,Support data collection and basic analysis; Assist in preparing reports and visualizations; Document business requirements and workflows; Participate in Agile project meetings; Collaborate with team members on analysis tasks; Conduct preliminary scenario analysis; Assist in presentations to stakeholders; Learn BI and reporting tools; Support continuous process improvement initiatives; Maintain documentation standards,Business Analysis; SQL; Excel; Power BI; Requirement Gathering; Agile; Data Analysis; Documentation; Collaboration; Problem Solving
Business Analyst,Mid-Level,2+,Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile project management; Stakeholder communication; Critical thinking; Data storytelling,Analyze business performance data to provide insights; Create and maintain dashboards and reports; Gather and validate requirements from business units; Participate in Agile development cycles; Collaborate with technical and business teams; Perform risk analysis and scenario planning; Communicate findings to stakeholders; Support BI tool adoption and reporting automation; Monitor KPIs and metrics; Recommend process improvements,Business Analysis; SQL; Tableau; Power BI; Agile; Requirement Gathering; Stakeholder Management; Data Storytelling; Critical Thinking; Process Improvement
Business Analyst,Experienced,3+,Business intelligence; Advanced SQL; Tableau; Power BI; SAS; AI-powered analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,Lead BI and analytics projects; Develop and optimize dashboards for decision-making; Manage requirement gathering and documentation; Facilitate Agile project execution; Collaborate with cross-functional teams; Provide scenario analysis and recommendations; Present insights to leadership; Mentor junior analysts; Drive process and KPI improvements; Automate reporting workflows,Business Analysis; BI Tools; SQL; Tableau; Power BI; SAS; AI Analytics; Stakeholder Management; Agile; Strategic Planning
Business Analyst,Experienced,3+,Advanced data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization,Lead complex business analysis projects; Design and maintain BI dashboards and reports; Oversee requirement elicitation and documentation; Implement AI-driven analytics solutions; Facilitate Agile project management; Collaborate with business and technical teams; Provide actionable insights to executives; Support strategic planning; Mentor junior analysts; Automate KPI tracking and reporting,Business Analysis; SQL; Tableau; Power BI; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Business Process; Data Visualization
Business Analyst,Fresher,0-1,Data analysis basics; Excel; SQL; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research,Support basic data analysis tasks; Assist in dashboard creation; Document requirements and workflows; Participate in Agile meetings; Collaborate with team members; Perform basic scenario modeling; Support presentations to stakeholders; Learn BI tools; Assist in reporting automation; Contribute to process improvement initiatives,Business Analysis; Excel; SQL; Power BI; Requirement Gathering; Agile; Data Analysis; Documentation; Collaboration; Problem Solving
Business Analyst,Mid-Level,2+,Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile methodology; Stakeholder communication; Critical thinking; Data storytelling,Analyze business data for actionable insights; Develop and maintain dashboards; Gather and validate business requirements; Participate in Agile projects; Collaborate with technical and business teams; Perform risk and scenario analysis; Present findings to stakeholders; Support BI tool adoption; Monitor KPIs; Recommend process improvements,Business Analysis; SQL; Tableau; Power BI; Agile; Requirement Gathering; Stakeholder Management; Data Storytelling; Critical Thinking; Process Improvement
Business Analyst,Experienced,3+,Advanced SQL; Tableau; Power BI; Business Intelligence; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,Lead BI and analytics initiatives; Develop advanced dashboards and reporting solutions; Manage requirement gathering and validation; Facilitate Agile project execution; Collaborate with cross-functional teams; Provide scenario modeling and recommendations; Present data-driven insights to executives; Mentor junior analysts; Drive process and KPI improvements; Automate reporting workflows,Business Analysis; SQL; Tableau; Power BI; BI Tools; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Strategic Planning
Business Analyst,Experienced,3+,Data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization,Lead complex business analysis projects; Design and maintain BI dashboards; Oversee requirement gathering and documentation; Implement AI-driven analytics solutions; Facilitate Agile project management; Collaborate with business and technical teams; Deliver actionable insights to executives; Support strategic planning; Mentor junior analysts; Automate KPI tracking and reporting,Business Analysis; SQL; Tableau; Power BI; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Business Process; Data Visualization
Business Analyst,Fresher,0-1,Basic data analysis; Excel; SQL; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research,Assist in data collection and basic analysis; Support creation of dashboards and reports; Document business requirements; Participate in Agile team meetings; Collaborate with team members; Perform basic scenario modeling; Support presentations to stakeholders; Learn BI and analytics tools; Assist in process improvement initiatives; Maintain documentation standards,Business Analysis; Excel; SQL; Power BI; Requirement Gathering; Agile; Data Analysis; Documentation; Collaboration; Problem Solving
Business Analyst,Experienced,3+,Business Intelligence; Advanced SQL; Tableau; Power BI; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,Lead BI and analytics projects; Develop and optimize dashboards for business insights; Manage requirement gathering and documentation; Facilitate Agile processes; Collaborate with cross-functional teams; Conduct scenario analysis and provide recommendations; Present actionable insights to leadership; Mentor junior analysts; Implement process improvements; Automate reporting workflows,Business Analysis; SQL; Tableau; Power BI; BI Tools; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Strategic Planning
Business Analyst,Experienced,3+,Advanced data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization,Lead complex business analysis initiatives; Design and maintain BI dashboards and reports; Oversee requirement gathering and documentation; Implement AI-driven analytics solutions; Facilitate Agile project management; Collaborate with business and technical teams; Deliver actionable insights to executives; Support strategic business planning; Mentor junior analysts; Automate KPI tracking and reporting,Business Analysis; SQL; Tableau; Power BI; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Business Process; Data Visualization
Business Analyst,Fresher,0-1,Data analysis basics; Excel; SQL basics; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research,Support data collection and analysis tasks; Assist in dashboard and report creation; Document business requirements; Participate in Agile team activities; Collaborate with team members; Perform basic scenario modeling; Support stakeholder presentations; Learn BI and analytics tools; Assist in process improvement initiatives; Maintain documentation standards,Business Analysis; Excel; SQL; Power BI; Requirement Gathering; Agile; Data Analysis; Documentation; Collaboration; Problem Solving
Business Analyst,Mid-Level,2+,Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile methodology; Stakeholder communication; Critical thinking; Data storytelling,Analyze business performance data; Develop and maintain dashboards; Gather and validate business requirements; Participate in Agile projects; Collaborate with technical and business teams; Perform scenario and risk analysis; Present findings to stakeholders; Support BI tool adoption; Monitor KPIs and metrics; Recommend process improvements,Business Analysis; SQL; Tableau; Power BI; Agile; Requirement Gathering; Stakeholder Management; Data Storytelling; Critical Thinking; Process Improvement
Business Analyst,Experienced,3+,Advanced SQL; Tableau; Power BI; Business Intelligence; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,Lead BI and analytics initiatives; Develop advanced dashboards and reporting solutions; Manage requirement gathering and validation; Facilitate Agile project execution; Collaborate with cross-functional teams; Conduct scenario modeling and provide recommendations; Present actionable insights to leadership; Mentor junior analysts; Drive process and KPI improvements; Automate reporting workflows,Business Analysis; SQL; Tableau; Power BI; BI Tools; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Strategic Planning
BI Analyst - Fresher,Entry-Level,0-1 year,SQL; MySQL basics; PostgreSQL basics; Tableau; Power BI; Excel charts and dashboards; Basic statistics; ETL awareness; Business acumen; Data analysis,Assist in analyzing datasets; Create dashboards; Prepare reports; Support business decision-making processes,BI; Analytics; Fresher; Entry-Level; SQL; Tableau; Power BI; ETL
BI Analyst - Fresher,Entry-Level,0-1 year,SQL querying; Tableau; Power BI; Excel charts and pivot tables; Basic statistical analysis; ETL process awareness,Support teams in building dashboards; Extract insights from data; Assist in reporting and analysis,BI; Reporting; Analytics; Fresher; Entry-Level; SQL; Tableau; Power BI
BI Analyst - Fresher,Entry-Level,0-1 year,SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel dashboards; Basic statistics; ETL process understanding; KPI knowledge,Generate business reports; Analyze sales and operational data; Support visualization tasks,BI; Analytics; Fresher; Entry-Level; SQL; Tableau; ETL
BI Analyst - Fresher,Entry-Level,0-1 year,SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel charts; Basic statistical analysis; ETL understanding; Business metrics awareness,Create reports; Visualize business data; Assist in preparing dashboards for executive insights,BI; Analytics; Fresher; Entry-Level; SQL; Power BI; Tableau
BI Analyst - Fresher,Entry-Level,0-1 year,SQL querying; MySQL/PostgreSQL; Tableau; Power BI; Excel visualization; Data analysis; ETL process knowledge; KPI understanding,Develop dashboards; Extract insights from datasets; Support reporting requirements,BI; Analytics; Reporting; Fresher; Entry-Level; SQL; Tableau; Power BI
BI Analyst - Fresher,Entry-Level,0-1 year,SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel; Basic data analysis; Statistics; ETL understanding; Business acumen,Support teams in analyzing business data; Prepare dashboards; Assist in reporting for decision-making,BI; Reporting; Analytics; Fresher; Entry-Level; SQL; Tableau; Power BI
BI Analyst - Fresher,Entry-Level,0-1 year,SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel charts; Basic statistics; ETL understanding; Business metrics awareness,Build interactive dashboards; Prepare data for visualization; Support business reporting tasks,BI; Analytics; Business Intelligence; Fresher; Entry-Level; SQL; Power BI; Tableau
BI Analyst - Fresher,Entry-Level,0-1 year,SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel; Basic statistics; ETL process understanding; Business process knowledge,Prepare reports; Dashboards; Visual insights; Support junior data initiatives,BI; Analytics; Fresher; Entry-Level; SQL; Tableau; Power BI
BI Analyst - Fresher,Entry-Level,0-1 year,SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel charts and dashboards; Basic statistics; ETL knowledge; KPI understanding,"Support business teams; Extract, clean, and visualize data; Assist in reporting and decision support",BI; Analytics; Fresher; Entry-Level; SQL; Power BI; Tableau; ETL
BI Analyst - Experienced,Senior-Level,4-8 years,Advanced analytics; Predictive modeling; Forecasting; Data modeling; Tableau; Power BI; QlikView; Looker; SQL; Redshift; Snowflake; ETL pipelines; KPI development; Data governance,Lead BI and analytics projects; Design dashboards; Implement predictive analytics; Manage ETL pipelines to support business strategy,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,5-9 years,Predictive analytics; Advanced BI modeling; Forecasting; Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; ETL pipeline design; KPI and performance metrics development,Develop and optimize dashboards; Implement advanced analytics solutions; Oversee ETL and data warehousing projects,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,6+ years,Tableau; Power BI; Looker; QlikView; SQL & Database management; Redshift; Snowflake; Predictive analytics; Forecasting; Data modeling; ETL pipeline management; KPI strategy,Lead BI initiatives; Develop predictive models; Manage data integration; Mentor junior analysts,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,5-8 years,Advanced Tableau; Power BI; Looker; QlikView; Complex SQL queries; Redshift; Snowflake; Predictive modeling; Forecasting; ETL pipeline design; KPI monitoring,Design advanced dashboards; Implement predictive analytics; Optimize SQL workflows; Oversee ETL pipelines for large-scale data projects,BI; Analytics; Senior-Level; ETL; Predictive Analytics; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,6-10 years,Tableau; Power BI; Looker; QlikView; SQL & Database management; Redshift; Snowflake; Predictive analytics; Data modeling; Forecasting; ETL pipelines; KPI development,Lead business intelligence projects; Manage ETL and data pipelines; Develop predictive models; Mentor junior BI analysts,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,7+ years,Advanced Tableau; Power BI; Looker; SQL queries; Redshift; Snowflake; Predictive modeling; Forecasting; ETL pipelines; Data integration; KPI definition,Develop predictive analytics dashboards; Manage ETL processes; Optimize SQL queries; Lead BI teams for strategic insights,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,6+ years,Advanced Tableau; Power BI; Looker; QlikView; SQL optimization; Redshift; Snowflake; Predictive analytics; Data modeling; Forecasting; ETL pipeline management; KPI monitoring,Lead complex BI and analytics projects; Develop advanced dashboards; Optimize data pipelines; Mentor junior analysts,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,5-9 years,Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; Predictive analytics; Forecasting; Data modeling; ETL pipeline management; KPI strategy,Manage large-scale BI projects; Implement predictive analytics; Optimize ETL and SQL workflows; Provide strategic business insights,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,6+ years,Advanced Tableau; Power BI; Looker; QlikView; SQL optimization; Redshift; Snowflake; Predictive analytics; Data modeling; ETL pipeline management; KPI monitoring,Lead BI teams; Optimize data pipelines; Develop advanced dashboards; Oversee predictive analytics projects,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,5-10 years,Advanced Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; Predictive modeling; Forecasting; ETL pipeline management; KPI strategy,Manage BI projects; Lead predictive analytics initiatives; Optimize ETL and SQL workflows; Deliver business insights,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
BI Analyst - Experienced,Senior-Level,5-9 years,Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; Predictive analytics; Forecasting; Data modeling; ETL pipelines; KPI development,Manage BI projects; Implement predictive analytics; Optimize ETL and SQL workflows; Provide strategic business insights,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
Cybersecurity Analyst,Fresher,0-1,Python; C++; Linux Basics; Firewall Configuration; Wireshark; Nessus; Snort; Encryption Basics; Incident Response,Assist in monitoring network traffic; Support in basic vulnerability scanning; Help configure firewalls and IDS tools; Document incidents and responses; Collaborate with team on risk assessments,Network Security; Penetration Testing; SIEM; Incident Response; Vulnerability Assessment; Firewalls; Malware Analysis; Risk Management
Junior Security Analyst,Fresher,0-1,JavaScript Basics; Windows Security; ISO 27001 Basics; Wireshark; Metasploit; Cryptography Fundamentals; Team Collaboration,Assist in log monitoring; Conduct basic malware scans; Support compliance checks; Assist in encryption setup; Help prepare incident reports,Cryptography; Incident Response; Firewall Configuration; Malware Analysis; SIEM; Risk Assessment; ISO 27001
Associate Cybersecurity Analyst,Fresher,0-1,Wireshark; Firewall Basics; Linux Security; Incident Response; GDPR Basics,Help configure security policies; Assist with incident logging; Participate in security awareness programs; Analyze basic threat alerts,Firewall Management; Incident Response; Vulnerability Scanning; SIEM; Network Security
Entry-Level Security Analyst,Fresher,0-1,C++; Windows Security; Metasploit; Risk Assessment Basics; Snort,Perform basic threat analysis; Document vulnerabilities; Assist in antivirus updates; Work with team on security awareness,Risk Management; Vulnerability Assessment; Firewall Configuration; Malware Analysis; Incident Response
Trainee Security Analyst,Fresher,0-1,Python; Linux Commands; Nessus; Network Security Basics; GDPR Basics,Assist in vulnerability assessments; Support SOC monitoring; Prepare incident response drafts; Shadow senior analysts,Network Security; Vulnerability Assessment; Penetration Testing; GDPR; Malware Analysis
Cybersecurity Support Analyst,Fresher,0-1,Wireshark; Firewall Rules; Cryptography Basics; ISO 27001 Basics; Teamwork,Support in analyzing logs; Assist in firewall updates; Document cryptographic protocols; Provide support in compliance audits,Firewall Management; Cryptography; ISO 27001; Incident Response; SIEM
Graduate Security Analyst,Fresher,0,Python Basics; Windows/Linux Basics; NIST Basics; Snort; Antivirus,Help detect malware; Participate in vulnerability scanning; Assist with incident triage; Maintain threat logs,Malware Analysis; Network Security; NIST; Incident Response; Firewall Configuration
Information Security Analyst - Fresher,Fresher,0-1,Python; Firewall Basics; GDPR Basics; Nessus; Snort,Assist in security audits; Help update security tools; Support SOC team with monitoring; Participate in vulnerability management,Vulnerability Assessment; SIEM; GDPR; Incident Response; Firewall Configuration
Cybersecurity Analyst,Experienced,3+,Splunk; QRadar; Threat Hunting; Risk Management; Incident Response; Python; Bash; Cloud Security (AWS/Azure),Lead SOC operations; Perform threat hunting; Oversee risk assessments; Ensure compliance with standards; Reduce incident response times,Threat Hunting; SIEM; SOC; Incident Response; Risk Management; Cloud Security
Senior Security Analyst,Experienced,3+,"LogRhythm; Vulnerability Management; PowerShell; Cloud Security; Compliance (GDPR, PCI-DSS)",Conduct advanced threat detection; Lead vulnerability management programs; Ensure cloud infrastructure security; Collaborate with cross-functional teams,Security Auditing; Compliance; Cloud Security; Incident Response; Vulnerability Assessment
SOC Analyst,Experienced,3+,Splunk; QRadar; SIEM Tools; Network Defense; Incident Response; Python Scripting,Monitor SIEM alerts; Respond to incidents; Perform malware analysis; Maintain SOC dashboards,SIEM; Incident Response; SOC; Malware Analysis; Threat Hunting
Lead Cybersecurity Analyst,Experienced,3+,Threat Hunting; Splunk; Compliance; Risk Management; Team Leadership; Cloud Security,Lead incident response efforts; Oversee compliance checks; Mentor junior analysts; Develop risk mitigation strategies,Leadership; Risk Management; Threat Hunting; Compliance; SIEM
Cybersecurity Risk Analyst,Experienced,3+,Risk Management; Compliance Auditing; Python; PowerShell; Splunk,Conduct enterprise-wide risk assessments; Ensure compliance with GDPR and HIPAA; Automate risk reporting with scripts; Recommend remediation strategies,Risk Management; Compliance; Security Auditing; Incident Response; Vulnerability Assessment
Cloud Security Analyst,Experienced,3+,AWS Security; Azure Security; GCP Security; SIEM Tools; Firewall Management; Incident Response,Secure multi-cloud environments; Perform cloud-specific penetration testing; Collaborate with DevOps teams; Monitor compliance with cloud policies,Cloud Security; Penetration Testing; Compliance; SIEM; Risk Management
Cyber Defense Analyst,Experienced,3+,SOC Operations; Threat Hunting; SIEM Tools; Compliance Auditing; Firewall Management; Malware Analysis,Monitor SOC; Hunt advanced persistent threats; Conduct malware reverse engineering; Ensure compliance with PCI-DSS,SOC; Threat Hunting; Malware Analysis; Compliance; Incident Response
Senior Incident Response Analyst,Experienced,3+,Incident Response; Malware Analysis; Forensics; Threat Hunting; Splunk; QRadar,Lead incident investigations; Perform digital forensics; Coordinate response teams; Develop incident response playbooks,Incident Response; Forensics; Malware Analysis; Threat Hunting; SOC
Principal Security Analyst,Experienced,3+,Leadership; Risk Management; SIEM Tools; Cloud Security; Compliance; Advanced Threat Detection,Manage enterprise security strategy; Lead large-scale security operations; Oversee compliance with multiple frameworks; Mentor junior analysts,Leadership; Risk Management; Cloud Security; SIEM; Threat Hunting; Compliance
Data Analyst - Fresher,Entry-Level,0-1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop; Spark basics; Hypothesis testing; Regression,Assist in analyzing datasets; Create dashboards; Perform data cleaning; Support reporting tasks,Data Analytics; BI; Entry-Level; Fresher; Reporting; Dashboard
Data Analyst - Fresher,Entry-Level,0-1 year,SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop; Spark basics; Basic statistics,Perform data extraction and cleaning; Create visualizations; Assist in generating business insights,Data Analytics; BI; Entry-Level; Fresher; Visualization; Reporting
Data Analyst - Fresher,Entry-Level,0-1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop; Spark basics; Regression; Hypothesis testing,Assist with data cleaning and exploratory data analysis; Create reports; Perform visualizations for internship projects,Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Cleaning
Data Analyst - Fresher,Entry-Level,0-1 year,SQL; Python; R; Tableau; Power BI; Excel; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Support data extraction and cleaning; Generate dashboards and insights for small projects,Data Analytics; BI; Entry-Level; Fresher; Visualization; Dashboard
Data Analyst - Fresher,Entry-Level,0-1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Assist in cleaning datasets; Build simple dashboards; Perform exploratory analysis; Support reporting tasks,Data Analytics; BI; Entry-Level; Fresher; Dashboard; Data Cleaning
Data Analyst - Fresher,Entry-Level,0-1 year,SQL; Python; R; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,"Support teams in analyzing datasets; Perform data cleaning; Visualize insights using Tableau, Power BI, and Python",Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Visualization
Data Analyst - Fresher,Entry-Level,0-1 year,SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Assist in ETL processes; Perform data cleaning; Build dashboards for small projects,Data Analytics; BI; Entry-Level; Fresher; ETL; Dashboard
Data Analyst - Fresher,Entry-Level,0-1 year,SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Perform data cleaning; Generate dashboards; Assist in exploratory analysis using Python and Excel,Data Analytics; BI; Entry-Level; Fresher; Data Cleaning; Dashboard
Data Analyst - Fresher,Entry-Level,0-1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Assist teams with SQL queries; Process data using Python; Build visual dashboards for analytics projects,Data Analytics; BI; Entry-Level; Fresher; Data Visualization; Reporting
Data Analyst - Experienced,Senior-Level,4-8 years,Predictive modeling; Machine learning algorithms; A/B testing; Time-series analysis; Advanced SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,Lead analytics projects; Develop predictive models; Optimize ETL pipelines; Create advanced dashboards for stakeholders,Data Analytics; BI; Senior-Level; Predictive Modeling; Reporting; ETL
Data Analyst - Experienced,Senior-Level,5-9 years,Predictive modeling; Machine learning; Time-series forecasting; Advanced SQL; Python; R; SAS; Tableau; Power BI; Looker; ETL; Data warehousing; Hadoop; Spark; Kafka; Hypothesis testing; Statistical modeling,Design and implement advanced analytics solutions; Optimize database performance; Generate actionable insights for business teams,Data Analytics; BI; Senior-Level; Advanced Analytics; ETL; Dashboards
Data Analyst - Experienced,Senior-Level,6+ years,Predictive modeling; Advanced analytics; Machine learning; SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,Lead business intelligence projects; Develop predictive models; Manage ETL processes; Mentor junior analysts,Data Analytics; BI; Senior-Level; Predictive Modeling; ETL; Leadership
Data Analyst - Experienced,Senior-Level,5-8 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; Google Data Studio; ETL workflows; Data engineering; Hadoop; Spark; Kafka,Develop advanced dashboards; Optimize SQL queries; Implement ETL workflows; Provide data-driven recommendations to business leaders,Data Analytics; BI; Senior-Level; Dashboards; ETL; Reporting
Data Analyst - Experienced,Senior-Level,6-10 years,Predictive modeling; Machine learning; Advanced analytics; SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,Lead analytics and BI projects; Manage data pipelines; Develop predictive models; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; ETL; Predictive Modeling
Data Analyst - Experienced,Senior-Level,5-9 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,Design and implement analytics dashboards; Optimize data workflows; Lead data initiatives across teams,Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Predictive Analytics
Data Analyst - Experienced,Senior-Level,7+ years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,Lead analytics initiatives; Design predictive models; Manage ETL pipelines; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; Predictive Analytics; ETL
Data Analyst - Experienced,Senior-Level,6+ years,Advanced SQL; Python; R; SAS; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership,Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Modeling
Data Analyst - Experienced,Senior-Level,5-9 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,Design and implement analytics dashboards; Optimize data workflows; Lead data projects across teams,Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Reporting
